,은행명,지로코드,점포명,지점/출장소,점포형태(대), 점포형태(소),모점명,영업본부,특,구/시/군,구/읍/면/동,말단행정구역,건물번호 등,도로명,개점일,전화번호
1039,하나은행,0813747,남역삼금융센터,지점,일반,,,강남서초,서울특별시,서초구,서초동,,1338-21외  ,강남대로 309 (서초동)   ,1978-10-27,02-3471-1111
1040,하나은행,0813695,신월동,지점,일반,,,서부,서울특별시,양천구,신월동,,116-31  ,곰달래로 47 (신월동)   ,1978-10-30,02-2692-1111
1041,하나은행,0813705,태릉,지점,일반,,,동부,서울특별시,중랑구,묵동,,234-4  ,동일로 937(묵동)   ,1978-11-16,02-976-1111
1042,하나은행,0813718,면목동,지점,일반,,,동부,서울특별시,중랑구,면목동,,151-2외  ,동일로 628 (면목동)   ,1978-11-22,02-493-1111
1043,하나은행,0801539,퇴계로,지점,일반,,,중앙,서울특별시,중구,쌍림동, ,151-11 쌍림빌딩,퇴계로 286 (쌍림동),1978-12-15,02-2279-7522
1044,하나은행,0801555,동대문,지점,일반,,,중앙,서울특별시,종로구,종로6가, ,289-57,종로 272 (종로6가),1979-12-14,02-2267-5101
1045,하나은행,0813763,망원역,지점,일반,,,서부,서울특별시,마포구,망원동,,377-1  ,월드컵로 87 (망원동)   ,1980-03-17,02-323-1111
1046,하나은행,0801584,서대문,지점,일반,,,중앙,서울특별시,종로구,신문로2가, ,89-27 피어선빌딩,새문안로 42 (신문로2가),1980-07-25,02-739-7171
1047,하나은행,0813789,잠원역,지점,일반,,,강남서초,서울특별시,서초구,잠원동,,65-32 한신빌딩 1F,잠원로 94(잠원동),1981-07-01,02-536-1111
1048,하나은행,0813802,시흥,지점,일반,,,서남,서울특별시,금천구,시흥동,,803-17  ,독산로 132 (시흥동)   ,1981-12-22,02-804-1111
1049,하나은행,0812395,공항로,지점,일반,,,서부,서울특별시,강서구,화곡6동,,1107 VIP오피스텔 1F ,공항대로 426 (화곡동)   ,1982-01-20,02-2695-1111
1050,하나은행,0813828,답십리역,지점,일반,,,중앙,서울특별시,동대문구,답십리5동,,496-4 경원빌딩1F  ,천호대로 273 (답십리동)   ,1982-02-18,02-2214-1111
1051,하나은행,0801652,대림역,지점,일반,,,서남,서울특별시,영등포구,대림동, ,1050-40 건설스마트빌딩3F,도림로 135,1982-02-26,02-863-5140
1052,하나은행,0801649,홍대역,지점,일반,,,서부,서울특별시,마포구,동교동, ,160-1 욱도빌딩,양화로 151 (동교동),1982-03-17,02-337-0551
1053,하나은행,0813792,서강,지점,일반,,,서부,서울특별시,마포구,창전동,,323-3  ,독막로 148 (창전동)   ,1982-06-26,02-335-1111
1054,하나은행,0812609,수유역금융센터,지점,일반,,,동부,서울특별시,강북구,번동,,446-13 가든타워빌딩 1F ,도봉로 328 (번동)   ,1982-06-29,02-904-1111
1055,하나은행,0801733,둔촌역,지점,일반,,,동부,서울특별시,강동구,성내동, ,428-6 둔촌APT 라상가,양재대로 1349 (성내동),1982-09-24,02-484-8881
1056,하나은행,0801746,이태원,지점,일반,,,중앙,서울특별시,용산구,이태원동, ,183-1 동호플라자1F,이태원로 145 (이태원동),1982-10-08,02-792-0972
1057,하나은행,0801717,창동역,지점,일반,,,동부,서울특별시,도봉구,창동, ,338 신원리베르텔,노해로 341 (창동),1982-10-13,02-902-2531
1058,하나은행,0813983,강남구청역,지점,일반,,,강남서초,서울특별시,강남구,논현동,,9-1  ,선릉로 663 (논현동)   ,1982-10-20,02-511-1111
1059,하나은행,0801694,중곡동(출),출장소,일반,,군자역,동부,서울특별시,광진구,중곡동, ,199-1 ,면목로 192 (중곡동),1982-10-29,02-466-6240
1060,하나은행,0801762,강서금융센터,지점,일반,,,서부,서울특별시,양천구,목동,,507-1,공항대로 604 (목동),1982-11-02,02-2644-1571
1061,하나은행,0813938,남서울,지점,일반,,,강남서초,서울특별시,강남구,논현동,,210-1  ,언주로 651 (논현동)   ,1982-11-10,02-540-1111
1062,하나은행,0801791,성산동,지점,일반,,,서부,서울특별시,마포구,성산동, ,51-11 신안빌딩  ,월드컵북로 136 (성산동),1982-11-19,02-326-0391
1063,하나은행,0813941,굽은다리역,지점,일반,,,동부,서울특별시,강동구,명일동,,353-3  ,양재대로 1566 (명일동),1982-11-19,02-482-1111
1064,하나은행,0801788,내자동,지점,일반,,,중앙,서울특별시,종로구,내자동, ,223 세양빌딩,사직로8길 39 (내자동),1982-12-07,02-723-4151
1065,하나은행,0813831,한양대역,지점,일반,,,중앙,서울특별시,성동구,행당동,,28-7외  ,왕십리로 235 (행당동)   ,1982-12-14,02-2297-1111
1066,하나은행,0801830,잠실새내역,지점,일반,,,동부,서울특별시,송파구,잠실동, ,184-21 서경빌딩,올림픽로 114 (잠실동),1982-12-22,02-473-1111
1067,하나은행,0801827,방배동,지점,일반,,,강남서초,서울특별시,서초구,방배동, ,935-34,방배로 131 (방배동),1983-02-02,02-584-4766
1068,하나은행,0811503,양재역,지점,일반,,,강남서초,서울특별시,서초구,양재동,,11-149  ,남부순환로 2620 (양재동)   ,1983-03-18,02-529-1111
1069,하나은행,0813860,석촌역,지점,일반,,,동부,서울특별시,송파구,석촌동,,"286-7,8  ",백제고분로 362 (석촌동)   ,1983-05-25,02-414-1111
1070,하나은행,0802017,계동,지점,일반,,,중앙,서울특별시,종로구,계동, ,140-2 현대빌딩 1F,율곡로 75 (계동),1983-10-14,02-746-4300
1071,하나은행,0801681,장안동,지점,일반,,,중앙,서울특별시,동대문구,답십리동, ,952-18 장수빌딩,천호대로 343 (답십리동),1983-12-02,02-2212-7974
1072,하나은행,0802033,광화문역,지점,일반,,,중앙,서울특별시,종로구,당주동, ,5 로얄빌딩,새문안로5길 19 (당주동),1984-01-10,02-739-3101
1073,하나은행,0802091,마포,지점,일반,,,서부,서울특별시,마포구,도화동, ,538 성지빌딩 2F,큰우물로 75 (도화동),1984-01-11,02-717-3536
1074,하나은행,0801898,서초동,지점,일반,,,강남서초,서울특별시,서초구,서초동, ,1573-1 서초프라자 1F,서초대로 286 (서초동),1984-02-16,02-586-5333
1075,하나은행,0802101,삼성역,지점,일반,,,강남서초,서울특별시,강남구,대치동, ,946-1 글라스타워,테헤란로 534 (대치동),1984-03-30,02-557-1196
1076,하나은행,0815583,신정동,지점,일반,,,서부,서울특별시,양천구,신정동,,1031-3  ,중앙로 272 (신정동)   ,1984-04-11,02-2646-1111
1077,하나은행,0802114,대치중앙,지점,일반,,,강남서초,서울특별시,강남구,대치동, ,988-14 SM Tower,도곡로 501 (대치동),1984-05-04,02-558-5894
1078,하나은행,0815596,삼성중앙역,지점,일반,,,강남서초,서울특별시,강남구,삼성동,,145-9  ,삼성로 570 (삼성동)   ,1984-05-16,02-564-1111
1079,하나은행,0802130,구로,지점,일반,,,서남,서울특별시,구로구,구로동, ,722-1 청보빌딩,구로동로 115 (구로동),1984-07-05,02-864-0147
1080,하나은행,0815651,학여울역,지점,일반,,,강남서초,서울특별시,강남구,대치동,,50-45외  ,영동대로 216 (대치동)   ,1984-07-05,02-584-1111
1081,하나은행,0802185,약수역,지점,일반,,,중앙,서울특별시,중구,신당동, ,360-3 선일빌딩,동호로 191 (신당동),1984-11-20,02-2233-1988
1082,하나은행,0815677,가락중앙,지점,일반,,,동부,서울특별시,송파구,가락동,,192  ,"동남로18길 9 (가락동, 극동APT)  ",1985-02-26,02-402-1111
1083,하나은행,0815693,합정역,지점,일반,,,서부,서울특별시,마포구,서교동,,490 메세나폴리스  ,"양화로 45 (서교동, 메세나폴리스)  ",1985-04-19,02-332-1111
1084,하나은행,0802143,청량리역,지점,일반,,,중앙,서울특별시,동대문구,청량리동, ,317 ,홍릉로 28 (청량리동),1985-05-14,02-957-4268
1085,하나은행,0815732,서빙고,지점,일반,,,중앙,서울특별시,용산구,서빙고동,,271-106외  ,이촌로 352 (용산동6가)   ,1985-11-15,02-797-1111
1086,하나은행,0815716,공릉동,지점,일반,,,동부,서울특별시,노원구,공릉동,,408-4 건설빌딩 1F ,공릉로 187 (공릉동)   ,1985-12-07,02-949-1111
1087,하나은행,0815800,연신내역,지점,일반,,,중앙,서울특별시,은평구,불광2동,,308-1외  ,통일로 842 (불광동)   ,1986-02-26,02-358-1111
1088,하나은행,0802211,신설동,지점,일반,,,중앙,서울특별시,동대문구,신설동, ,98-30 ,왕산로 14 (신설동),1986-03-07,02-2237-8491
1089,하나은행,0802240,올림픽(출),출장소,일반,,방이동,동부,서울특별시,송파구,방이동, ,88-2 올림픽컨벤션센터,올림픽로 424 (방이동),1986-04-23,02-414-7638
1090,하나은행,0815842,경희의료원(출),출장소,일반,,휘경동,중앙,서울특별시,동대문구,회기동,,1-5 경희의료원  ,경희대로 23 (회기동)   ,1986-06-26,02-965-1111
1091,하나은행,0802318,종로금융센터,지점,일반,,,중앙,서울특별시,종로구,공평동, ,5-1 센트로폴리스빌딩 11층 (A동),우정국로 26 (공평동),1986-12-03,02-732-5221
1092,하나은행,0802295,남가좌동,지점,일반,,,중앙,서울특별시,서대문구,남가좌동, ,270-4 대화빌딩,수색로 48 (남가좌동),1986-12-12,02-306-3566
1093,하나은행,0815897,고척동,지점,일반,,,서남,서울특별시,구로구,고척동,,103-4외  ,경인로43길 56 (고척동)   ,1986-12-19,02-2689-1111
1094,하나은행,0801885,시흥동,지점,일반,,,서남,서울특별시,금천구,시흥동, ,889-18 인덕빌딩,시흥대로 210 (시흥동),1986-12-23,02-807-0123
1095,하나은행,0815910,강남,지점,일반,,,강남서초,서울특별시,강남구,역삼동,,823-21외 대공빌딩  ,테헤란로 126 (역삼동)   ,1986-12-26,02-586-1111
1096,하나은행,0815923,방학동,지점,일반,,,동부,서울특별시,도봉구,방학동,,271-2 신동아상가 내  ,방학로 223 (방학동)   ,1987-05-18,02-956-1111
1097,하나은행,0811134,용산전자상가,지점,일반,,,중앙,서울특별시,용산구,한강로3가,,1-1외 나진상가 14동 지하1층,"청파로 109 (한강로3가, 나진상가) ",1987-08-24,02-711-1111
1098,하나은행,0802402,오류동,지점,일반,,,서남,서울특별시,구로구,오류동, ,55-30 ,경인로 218 (오류동),1987-08-28,02-2681-4091
1099,하나은행,0817565,상계보람,지점,일반,,,동부,서울특별시,노원구,상계동,,639-1 보람APT상가  ,한글비석로 474 (상계동)   ,1988-07-14,02-933-1111
1100,하나은행,0802499,코엑스,지점,일반,,,강남서초,서울특별시,강남구,삼성동, ,160 아이파크타워 2F,영동대로 520 (삼성동),1988-09-02,02-2052-6272
1101,하나은행,0802473,노원역,지점,일반,,,동부,서울특별시,노원구,상계동, ,728 ,동일로 1398 (상계동),1988-10-26,02-935-1900
1102,하나은행,0802457,목동남,지점,일반,,,서부,서울특별시,양천구,신정동, ,323-4 지구촌교회드림홀1F,목동서로 381 (신정동),1988-12-02,02-2648-0235
1103,하나은행,0817604,장한평,지점,일반,,,중앙,서울특별시,동대문구,장안동,,435-5  ,장한로 40 (장안동)   ,1989-01-25,02-2242-1111
1104,하나은행,0802525,올림픽선수촌PB센터,지점,PB,,,동부,서울특별시,송파구,방이동, ,89-11 올림픽프라자상가,양재대로 1222 (방이동),1989-01-27,02-406-6672
1105,하나은행,0802538,서울아산병원,지점,일반,,,동부,서울특별시,송파구,풍납동, ,388-1 서울아산병원 동관,올림픽로43길 88 (풍납동),1989-03-20,02-488-4741
1106,하나은행,0802567,여의도광장,지점,일반,,,서부,서울특별시,영등포구,여의도동, ,12 CCMM빌딩,여의공원로 101 (여의도동),1989-05-09,02-783-1781
1107,하나은행,0817691,서울숲,지점,일반,,,중앙,서울특별시,성동구,성수동1가,,659-5외 노벨빌딩 1F ,왕십리로 88 (성수동1가)   ,1989-05-31,02-469-1111
1108,하나은행,0817688,가락금융센터,지점,일반,,,동부,서울특별시,송파구,가락동,,78 아이티벤처타워,중대로135,1989-06-22,02-403-1111
1109,하나은행,0817662,하계역,지점,일반,,,동부,서울특별시,노원구,하계동,,280 미성상가 2F ,한글비석로 56 (하계동)   ,1989-07-13,02-972-1111
1110,하나은행,0802732,양재중앙,지점,일반,,,강남서초,서울특별시,서초구,양재동, ,275 동원산업빌딩,마방로 68 (양재동),1989-11-02,02-589-0589
1111,하나은행,0815994,서초센터,지점,일반,,,강남서초,서울특별시,서초구,서초동,,1674-4 하림빌딩  ,서초대로 320 (서초동)   ,1990-03-12,02-582-1111
1112,하나은행,0815936,북가좌,지점,일반,,,중앙,서울특별시,서대문구,북가좌동,,299-7외  ,응암로 86 (북가좌동)   ,1990-04-16,02-302-1111
1113,하나은행,0815884,삼성도심공항센터,지점,일반,,,강남서초,서울특별시,강남구,삼성동,,158-24 동성빌딩 1F ,테헤란로87길 21 (삼성동)   ,1990-08-08,02-523-1111
1114,하나은행,0815855,장지동,지점,일반,,,동부,서울특별시,송파구,문정동,,85  ,새말로 125 (문정동)   ,1990-08-17,02-401-1111
1115,하나은행,0815839,낙성대역,지점,일반,,,서부,서울특별시,관악구,봉천동,,1659-2 2F,남부순환로 1922 (봉천동)   ,1990-11-07,02-884-1111
1116,하나은행,0815813,테헤란로,지점,일반,,,강남서초,서울특별시,강남구,역삼동,,707-1 두꺼비빌딩 1F ,테헤란로 310 (역삼동)   ,1990-11-15,02-569-1111
1117,하나은행,0802790,광나루역,지점,일반,,,동부,서울특별시,광진구,광장동, ,445-5 대한제지,아차산로 563 (광장동),1990-11-28,02-456-6930
1118,하나은행,0815790,번동,지점,일반,,,동부,서울특별시,강북구,번3동,,307  ,오현로32길 4-3 (번동)   ,1991-02-07,02-986-1111
1119,하나은행,0802813,양재동,지점,일반,,,강남서초,서울특별시,서초구,양재동, ,67-5 홍산빌딩,강남대로27길 7-15 (양재동),1991-04-26,02-571-6149
1120,하나은행,0802347,반포남,지점,일반,,,강남서초,서울특별시,서초구,반포동, ,52-7 진일빌딩,서초중앙로 227 (반포동),1991-06-12,02-594-8981
1121,하나은행,0802855,SBS,지점,일반,,,서부,서울특별시,양천구,목동, ,920 ,목동서로 161 (목동),1991-07-04,02-2649-3670
1122,하나은행,0811024,삼성역금융센터,지점,일반,,,강남서초,서울특별시,강남구,대치동,,943-19 신안빌딩  ,"테헤란로 512 (대치동, 신안빌딩)  ",1991-07-15,02-562-1111
1123,하나은행,0815761,고대병원,지점,일반,,,중앙,서울특별시,성북구,안암동5가,,126-1 고대병원내  ,인촌로 73 (안암동5가)   ,1991-07-24,02-929-1111
1124,하나은행,0811053,LS용산타워,지점,일반,,,중앙,서울특별시,용산구,한강로2가,,191 ,"한강대로 92 (한강로2가, LS용산타워)  ",1991-08-01,02-3272-1111
1125,하나은행,0811037,서초,지점,일반,,,강남서초,서울특별시,서초구,서초3동,,1598-3 르네상스오피스텔  ,서초중앙로 69 (서초동)   ,1991-08-06,02-583-1111
1126,하나은행,0812010,영업2부,지점,일반,,,중앙,서울특별시,중구,을지로2가,,9-10 하나은행별관빌딩 1F ,"을지로 55 (을지로2가, 하나은행별관빌딩)  ",1991-09-02,02-736-1111
1127,하나은행,0812052,트윈타워,지점,일반,,,서부,서울특별시,영등포구,여의도동,,20 L/G트윈타워빌딩 서관 5F,여의대로 128 (여의도동)   ,1991-09-05,02-785-1111
1128,하나은행,0812049,압구정,지점,일반,,,강남서초,서울특별시,강남구,신사동,,614-3  ,압구정로 210 (신사동)   ,1991-09-09,02-514-1111
1129,하나은행,0811066,여의도,지점,일반,,,서부,서울특별시,영등포구,여의도동,,43-2  ,국제금융로 72 (여의도동)   ,1991-10-02,02-707-1111
1130,하나은행,0811095,서울대입구역,지점,일반,,,서부,서울특별시,관악구,봉천7동,,853-1남경도빌딩 1F ,"남부순환로 1836 (봉천동, 남경도빌딩)  ",1991-10-23,02-883-1111
1131,하나은행,0802842,롯데월드타워금융센터,지점,일반,,,동부,서울특별시,송파구,신천동, ,29 롯데월드타워 12F,올림픽로 300 (신천동),1991-11-01,02-417-6370
1132,하나은행,0802871,선릉역,지점,일반,,,강남서초,서울특별시,강남구,삼성동, ,141-35 남경센타빌딩,테헤란로 401 (삼성동),1991-11-08,02-3429-0121
1133,하나은행,0812078,창신동,지점,일반,,,중앙,서울특별시,종로구,숭인동,,76 롯데캐슬 G동 1F,"종로 347 (숭인동, 롯데캐슬천지인)  ",1991-11-28,02-766-1111
1134,하나은행,0815622,방이동,지점,일반,,,동부,서울특별시,송파구,방이동,,45  ,위례성대로 14 (방이동)   ,1991-12-11,02-424-1111
1135,하나은행,0811121,청담동,지점,일반,,,강남서초,서울특별시,강남구,청담1동,,133-3 화천회관빌딩 1F,영동대로 702 (청담동)   ,1991-12-17,02-579-1111
1136,하나은행,0812104,서청담,지점,일반,,,강남서초,서울특별시,강남구,청담동,,76-5  ,학동로 501 (청담동)   ,1992-01-13,02-542-1111
1137,하나은행,0811176,영등포금융센터,지점,일반,,,서부,서울특별시,영등포구,영등포동5가,,44외 그레이프빌딩,"영중로 56 (영등포동5가, 그레이프빌딩)  ",1992-03-12,02-2676-1111
1138,하나은행,0812117,우이동,지점,일반,,,동부,서울특별시,도봉구,쌍문동,,423-2,삼양로 538-5 (쌍문동),1992-03-12,02-900-1111
1139,하나은행,0811150,강남역금융센터,지점,일반,,,강남서초,서울특별시,서초구,서초2동,,1319-11 두산베어스텔 1F ,"강남대로 381 (서초동, 두산베어스텔)  ",1992-04-29,02-598-1111
1140,하나은행,0812120,반포중앙,지점,일반,,,강남서초,서울특별시,서초구,반포동,,18-3 반포래미안퍼스티지 중심상가 2F,"반포대로 287 (반포동, 래미안퍼스티지 중심상가) ",1992-05-01,02-502-1111
1141,하나은행,0811202,삼성센터,지점,일반,,,강남서초,서울특별시,서초구,서초동,,1320-10 삼성전자빌딩 B1F ,"서초대로74길 11 (서초동, 삼성전자빌딩)  ",1992-06-02,02-756-1111
1142,하나은행,0811192,송파,지점,일반,,,동부,서울특별시,송파구,오금동,,45 삼부르네상스빌 1F ,"오금로 307 (오금동, 삼부르네상스빌)  ",1992-06-12,02-404-1111
1143,하나은행,0811215,정릉,지점,일반,,,중앙,서울특별시,성북구,정릉2동,,465-1 정릉빌딩  ,"정릉로 250 (정릉동, 정릉빌딩)  ",1992-06-18,02-943-1111
1144,하나은행,0811228,언주역,지점,일반,,,강남서초,서울특별시,강남구,역삼1동,,"606-33 언주타워 1F, 2F",논현로 563,1992-07-03,02-549-1111
1145,하나은행,0802936,논현역,지점,일반,,,강남서초,서울특별시,강남구,논현동, ,120-4 삼양빌딩,강남대로 546 (논현동),1992-08-13,02-517-6795
1146,하나은행,0811244,군자역,지점,일반,,,동부,서울특별시,광진구,중곡2동,,140-29  ,천호대로 575 (중곡동)   ,1992-08-18,02-458-1111
1147,하나은행,0805072,만리동(출),출장소,일반,,공덕역,서부,서울특별시,마포구,공덕동,,116-25 한겨레신문사 내 ,효창목길 6 (공덕동)   ,1992-08-19,02-703-1111
1148,하나은행,0811257,목동,지점,일반,,,서부,서울특별시,양천구,목5동,,907-4 우성에펠타운  ,목동서로 67 (목동)   ,1992-10-09,02-2645-1111
1149,하나은행,0802981,강동역,지점,일반,,,동부,서울특별시,강동구,천호동, ,447-17,천호대로 1089 (천호동),1992-10-23,02-477-1311
1150,하나은행,0811299,천호동,지점,일반,,,동부,서울특별시,강동구,천호동,,428-1  ,올림픽로 658 (천호동)  ,1992-11-20,02-488-1111
1151,하나은행,0811558,신사역,지점,일반,,,강남서초,서울특별시,강남구,논현동,,2 KBL센터,도산대로 110(논현동),1992-12-15,02-3443-1111
1152,하나은행,0812175,신길동,지점,일반,,,서부,서울특별시,영등포구,신길4동,,221-44  ,신길로 204 (신길동)   ,1993-01-15,02-845-1111
1153,하나은행,0812188,방배금융센터,지점,일반,,,강남서초,서울특별시,서초구,방배동,,875-5 예광빌딩 1F ,방배로 162 (방배동)   ,1993-04-13,02-595-1111
1154,하나은행,0811309,도곡동,지점,일반,,,강남서초,서울특별시,강남구,도곡동,,543 동신빌딩 1F ,도곡로 204 (도곡동)   ,1993-04-27,02-3463-1111
1155,하나은행,0812191,대치동,지점,일반,,,강남서초,서울특별시,강남구,대치동,,507-1 풍림빌딩 1F ,남부순환로 2942 (대치동)   ,1993-04-28,02-538-1111
1156,하나은행,0812227,독산동,지점,일반,,,서남,서울특별시,금천구,독산동,,288-1 건국빌딩 1F ,시흥대로 421 (독산동)   ,1993-05-20,02-851-1111
1157,하나은행,0811325,구로역,지점,일반,,,서남,서울특별시,구로구,구로5동,,569-25 백봉빌딩,새말로 18(구로동),1993-08-19,02-868-1111
1158,하나은행,0812230,목동금융센터,지점,일반,,,서부,서울특별시,양천구,목동,,"406-14 초이랩빌딩 2F, 3F",오목로 311 (목동),1993-08-19,02-2696-1111
1159,하나은행,0803074,연희동,지점,일반,,,중앙,서울특별시,서대문구,연희동, ,137-5 ,연희로 103 (연희동),1993-09-22,02-322-4275
1160,하나은행,0803032,일원역,지점,일반,,,강남서초,서울특별시,강남구,일원동, ,716 목련타운상가,광평로19길 15 (일원동),1993-10-07,02-459-7761
1161,하나은행,0811338,구로디지털,지점,일반,,,서남,서울특별시,구로구,구로동,,811 코오롱싸이언스밸리2차  ,디지털로34길 55 (구로동)   ,1993-10-12,02-863-1111
1162,하나은행,0812243,서초남금융센터,지점,일반,,,강남서초,서울특별시,서초구,서초동,,1354-5 한화손해보험빌딩 1F ,서운로 3 (서초동)   ,1993-10-19,02-3472-1111
1163,하나은행,0811341,방배서래,지점,일반,,,강남서초,서울특별시,서초구,방배동,,725,방배로268(방배동),1993-10-27,02-533-1111
1164,하나은행,0811354,옥수역,지점,일반,,,중앙,서울특별시,성동구,옥수동,,367-6  ,한림말길 53 (옥수동)   ,1993-10-28,02-2285-1111
1165,하나은행,0812256,역삼역금융센터,지점,일반,,,강남서초,서울특별시,강남구,역삼1동,,678-36 아가방빌딩  ,테헤란로 207 (역삼동)   ,1993-11-05,02-522-1111
1166,하나은행,0812285,이촌동,지점,일반,,,중앙,서울특별시,용산구,이촌동,,302-44  ,이촌로64길 14 (이촌동)   ,1993-12-29,02-3274-1111
1167,하나은행,0811383,서초로,지점,일반,,,강남서초,서울특별시,서초구,서초동,,1489-2  ,효령로 190 (서초동)   ,1994-02-04,02-597-1111
1168,하나은행,0811396,서압구정,지점,일반,,,강남서초,서울특별시,강남구,신사동,,"579 카로시티2 1, 2F",압구정로 156 (신사동)   ,1994-02-18,02-567-1111
1169,하나은행,0812298,법조타운,지점,일반,,,강남서초,서울특별시,서초구,서초동,,"1692-1 동익성봉빌딩 1, 2F",서초대로 301 (서초동)   ,1994-04-28,02-593-1111
1170,하나은행,0811419,신목동,지점,일반,,,서부,서울특별시,양천구,신정2동,,128-113  ,신목로 34 (신정동)   ,1994-05-13,02-2698-1111
1171,하나은행,0811422,고덕역,지점,일반,,,동부,서울특별시,강동구,명일동,,"47-1 세종프라자 1, 2F",동남로75길 29 (명일동)   ,1994-05-17,02-486-1111
1172,하나은행,0812311,압구정금융센터,지점,일반,,,강남서초,서울특별시,강남구,신사동,,639-3  ,압구정로 320 (신사동)   ,1994-05-20,02-3444-1111
1173,하나은행,0812324,신천동,지점,일반,,,동부,서울특별시,송파구,신천동,,7-14  ,"올림픽로35가길 10 (신천동, 잠실더샵스타파크)  ",1994-07-01,02-483-1111
1174,하나은행,0812340,워커힐,지점,일반,,,동부,서울특별시,광진구,광장동,,344 인성빌딩 1F ,아차산로 627 (광장동)   ,1994-07-21,02-447-1111
1175,하나은행,0811451,평창동,지점,일반,,,중앙,서울특별시,종로구,평창동,,150-1외  ,평창문화로 95 (평창동)   ,1994-08-12,02-395-1111
1176,하나은행,0811480,광장동,지점,일반,,,동부,서울특별시,광진구,광장동,,471-6  ,아차산로 494 (광장동)   ,1994-12-16,02-456-1111
1177,하나은행,0812612,공덕역,지점,일반,,,서부,서울특별시,마포구,공덕동,,254-8 별정우체국연합빌딩 1F ,마포대로 130 (공덕동   ,1995-02-10,02-706-1111
1178,하나은행,0813970,신자양(출),출장소,일반,,화양동,동부,서울특별시,광진구,자양동,,855 이튼타워리버3차상가 C동 2F,"능동로 18 (자양동, 이튼타워리버3차)  ",1995-03-22,02-455-1111
1179,하나은행,0811529,거여동,지점,일반,,,동부,서울특별시,송파구,거여동,,27-1 일동빌딩 1F ,오금로 506 (거여동)   ,1995-04-14,02-400-1111
1180,하나은행,0811516,풍납동,지점,일반,,,동부,서울특별시,송파구,풍납동,,401-2  ,올림픽로 507 (풍납동)   ,1995-04-21,02-475-1111
1181,하나은행,0812382,개포동,지점,일반,,,강남서초,서울특별시,강남구,개포동,,655-3 쌍용개포주상복합빌딩 1F ,"언주로 101 (개포동, 쌍용개포APT)  ",1995-04-27,02-577-1111
1182,하나은행,0803401,역삼중앙,지점,일반,,,강남서초,서울특별시,강남구,역삼동, ,746-1 화원빌딩,논현로 417 (역삼동),1995-05-15,02-563-0961
1183,하나은행,0803362,목동중앙,지점,일반,,,서부,서울특별시,양천구,목동, ,905-20,목동동로 347 (목동),1995-06-08,02-2655-2671
1184,하나은행,0811532,개봉동,지점,일반,,,서남,서울특별시,구로구,개봉동,,403-206  ,개봉로 71 (개봉동)   ,1995-06-09,02-2681-1111
1185,하나은행,0812405,중계동,지점,일반,,,동부,서울특별시,노원구,중계1동,,360-15 건영3차APT상가 101호 ,노원로22길 77(중계동),1995-08-24,02-951-1111
1186,하나은행,0811545,일원동,지점,일반,,,강남서초,서울특별시,강남구,개포동,,12-4 석탑프라자 2F ,개포로 615 (개포동)   ,1995-08-29,02-3412-1111
1187,하나은행,0812447,석계역,지점,일반,,,동부,서울특별시,노원구,월계3동,,18 한진.한화그랑빌상가 1F ,마들로1가길 121 (월계동)   ,1995-11-23,02-971-1111
1188,하나은행,0812434,방화동,지점,일반,,,서부,서울특별시,강서구,방화동,,282-1 은천빌딩  ,양천로 108 (방화동)   ,1995-12-07,02-2663-1111
1189,하나은행,0803443,신내동,지점,일반,,,동부,서울특별시,중랑구,묵동, ,20 ,신내로21길 16 (묵동),1995-12-13,02-3421-0365
1190,하나은행,0811590,서대문역,지점,일반,,,중앙,서울특별시,서대문구,충정로2가,,2-2 충정빌딩 1F ,통일로 135 (충정로2가)   ,1996-03-06,02-313-1111
1191,하나은행,0811613,흑석뉴타운,지점,일반,,,서부,서울특별시,동작구,흑석동,,335-1 흑석센트레빌상가 2F ,흑석한강로 2 (흑석동)   ,1996-05-14,02-864-1111
1192,하나은행,0811626,안국동,지점,일반,,,중앙,서울특별시,종로구,안국동,,148 해영회관  ,율곡로 53 (안국동)   ,1996-06-27,02-3210-1111
1193,하나은행,0812492,반포서래,지점,일반,,,강남서초,서울특별시,서초구,반포4동,,66-1 코웰빌딩 1F ,사평대로 140 (반포동)   ,1996-10-15,02-532-1111
1194,하나은행,0811639,화곡역,지점,일반,,,서부,서울특별시,강서구,화곡3동,,"1051-17 대사빌딩 1, 2F",강서로 183 (화곡동)   ,1996-10-24,02-2693-1111
1195,하나은행,0813912,고대,지점,일반,,,중앙,서울특별시,성북구,안암동5가,,1-2 고려대학교 인촌로빌딩 ,안암로 145 (안암동5가)   ,1996-11-06,02-928-1111
1196,하나은행,0812476,한남1동,지점,일반,,,중앙,서울특별시,용산구,한남동,,28-2 한남프라자 2F ,독서당로 85 (한남동)   ,1996-12-10,02-798-1111
1197,하나은행,0811642,잠실역금융센터,지점,일반,,,동부,서울특별시,송파구,신천동,,7-23 대한제당빌딩 1F ,올림픽로 299 (신천동)   ,1996-12-17,02-418-1111
1198,하나은행,0811668,월곡동,지점,일반,,,중앙,서울특별시,성북구,하월곡동,,222 월곡두산위브APT상가 1F ,"오패산로 46 (하월곡동, 월곡두산위브APT)  ",1997-02-13,02-980-1111
1199,하나은행,0803621,국제전자센터,지점,일반,,,강남서초,서울특별시,서초구,서초동, ,1445-3 국제전자센터,효령로 304 (서초동),1997-04-02,02-3465-1101
